order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,total_items,order_value,order_value_bucket,order_day,order_month
7976032064,72946405,03-05-2024 15:57,03-05-2024 16:16,03-05-2024 16:18,on time,1575.92,Wallet,39126,1549,3,953.4,High,Friday,5
8691567542,41640262,27-06-2024 08:52,27-06-2024 09:05,27-06-2024 09:10,on time,1173.69,Wallet,87207,7544,3,1021.98,Premium,Thursday,6
3592747590,12755730,24-04-2024 12:09,24-04-2024 12:29,24-04-2024 12:58,significantly delayed,4217.22,UPI,92032,5122,1,319.8,Medium,Wednesday,4
7495753437,4758426,02-06-2023 00:26,02-06-2023 00:45,02-06-2023 00:45,on time,3776.78,Card,20625,278,1,622.81,High,Friday,6
3965847120,80761521,05-05-2023 14:56,05-05-2023 15:09,05-05-2023 15:11,on time,459.78,Wallet,60885,9745,2,844.28,High,Friday,5
9365984533,89704218,25-06-2024 19:46,25-06-2024 20:02,25-06-2024 19:59,on time,2082.97,Card,40460,4141,1,827.77,High,Tuesday,6
2948242102,13189939,12-10-2023 14:54,12-10-2023 15:14,12-10-2023 15:12,on time,2132.75,Wallet,55456,6394,3,2405.43,Premium,Thursday,10
6161193691,55693909,30-05-2023 13:36,30-05-2023 13:55,30-05-2023 13:50,on time,1541.92,Cash,22997,3304,2,106.98,Low,Tuesday,5
5964122835,14006996,29-03-2024 18:12,29-03-2024 18:29,29-03-2024 18:26,on time,2305.04,UPI,98433,9052,3,488.01,Medium,Friday,3
8879377902,61320989,09-03-2024 06:13,09-03-2024 06:26,09-03-2024 06:21,on time,3034.16,Card,61662,8957,2,1979.76,Premium,Saturday,3
8158068874,64403005,25-07-2024 20:24,25-07-2024 20:41,25-07-2024 20:55,slightly delayed,3112.28,Wallet,93613,6736,1,197.39,Low,Thursday,7
7039570964,68941950,13-04-2024 03:10,13-04-2024 03:30,13-04-2024 03:42,slightly delayed,3196.98,Cash,40041,7625,3,271.68,Medium,Saturday,4
5482913265,88324928,08-08-2024 15:18,08-08-2024 15:30,08-08-2024 15:41,slightly delayed,2486.56,Wallet,84976,2453,2,1902.86,Premium,Thursday,8
1018255782,2219590,08-09-2024 06:11,08-09-2024 06:25,08-09-2024 06:45,significantly delayed,2456.07,Card,35907,878,2,1991.96,Premium,Sunday,9
8441505853,48409448,10-11-2023 08:12,10-11-2023 08:31,10-11-2023 08:33,on time,3876.18,UPI,58002,3614,3,2843.85,Premium,Friday,11
3850018395,57674875,09-06-2023 20:31,09-06-2023 20:45,09-06-2023 21:00,slightly delayed,1228.6,Wallet,42851,9857,2,446.54,Medium,Friday,6
4884197611,28173165,19-04-2023 19:07,19-04-2023 19:23,19-04-2023 19:48,significantly delayed,2037.05,Wallet,4714,9213,1,197.39,Low,Wednesday,4
5321849748,84468124,01-03-2024 00:19,01-03-2024 00:33,01-03-2024 00:28,on time,1745.29,Cash,43163,4938,3,890.82,High,Friday,3
9808738347,7728406,28-03-2024 23:36,28-03-2024 23:53,28-03-2024 23:50,on time,2800.78,Wallet,81334,594,1,163.03,Low,Thursday,3
8727249149,35826539,27-06-2023 00:24,27-06-2023 00:38,27-06-2023 00:35,on time,4510.56,UPI,16796,4817,2,709.82,High,Tuesday,6
2772154780,50899600,18-07-2024 14:39,18-07-2024 14:52,18-07-2024 14:51,on time,370.81,Card,74237,8242,1,130.01,Low,Thursday,7
9128056381,98691989,10-06-2024 07:16,10-06-2024 07:32,10-06-2024 07:32,on time,475.78,Wallet,95005,6043,3,568.41,High,Monday,6
4461463308,81352781,16-06-2023 08:01,16-06-2023 08:11,16-06-2023 08:11,on time,2638.38,Card,43141,6645,3,633.75,High,Friday,6
5636483988,34095555,29-01-2024 17:42,29-01-2024 17:52,29-01-2024 17:51,on time,4151.57,UPI,73517,7888,2,1813.08,Premium,Monday,1
1532065529,75464725,07-12-2023 06:28,07-12-2023 06:43,07-12-2023 06:45,on time,2175.43,UPI,1354,5936,1,690.08,High,Thursday,12
9933994647,83304571,27-02-2024 06:30,27-02-2024 06:50,27-02-2024 06:51,on time,852.02,Cash,46871,7030,1,972.69,High,Tuesday,2
4823026749,34835738,08-08-2024 15:42,08-08-2024 16:02,08-08-2024 15:58,on time,3211.3,Card,97537,7018,1,715.72,High,Thursday,8
7453442245,77869660,08-09-2024 06:29,08-09-2024 06:47,08-09-2024 06:50,on time,4894.89,UPI,69200,5653,1,563.45,High,Sunday,9
6519941559,29902416,10-05-2024 19:43,10-05-2024 19:57,10-05-2024 19:57,on time,545.49,Cash,88898,1146,3,371.22,Medium,Friday,5
3798769654,75913572,28-09-2024 12:27,28-09-2024 12:42,28-09-2024 12:38,on time,371.29,Cash,96996,3873,1,608,High,Saturday,9
5034289521,21201299,15-05-2024 13:00,15-05-2024 13:19,15-05-2024 13:17,on time,1415.21,UPI,98165,570,3,160.47,Low,Wednesday,5
6971088688,11389698,18-07-2023 10:53,18-07-2023 11:05,18-07-2023 11:14,slightly delayed,2593.22,Card,33387,4240,1,141.28,Low,Tuesday,7
5650184107,19771128,21-06-2023 08:14,21-06-2023 08:32,21-06-2023 08:32,on time,3041.96,UPI,60066,4622,2,890.96,High,Wednesday,6
5770410311,20956158,31-12-2023 10:23,31-12-2023 10:33,31-12-2023 10:31,on time,4814.59,Cash,96121,8259,2,1224.08,Premium,Sunday,12
274530126,35278126,08-04-2023 21:52,08-04-2023 22:12,08-04-2023 22:34,significantly delayed,1841.66,Cash,35596,6058,3,2147.16,Premium,Saturday,4
4819831152,66886852,22-09-2024 19:35,22-09-2024 19:55,22-09-2024 19:59,on time,1757.75,Cash,97045,3661,3,2589.54,Premium,Sunday,9
6977688323,56780331,07-06-2023 22:05,07-06-2023 22:22,07-06-2023 22:27,on time,3343.61,Card,77691,3480,3,2650.32,Premium,Wednesday,6
2035952734,63360864,17-04-2023 19:19,17-04-2023 19:38,17-04-2023 19:37,on time,1906.85,UPI,1616,8633,2,1662.2,Premium,Monday,4
3665334102,51476157,04-11-2024 01:16,04-11-2024 01:28,04-11-2024 01:34,slightly delayed,5578.4,Wallet,6292,1380,3,2570.67,Premium,Monday,11
1862413314,48150243,31-05-2024 16:08,31-05-2024 16:26,31-05-2024 16:29,on time,1446.53,Card,3855,2952,1,80.25,Low,Friday,5
4466643926,82989313,08-04-2024 20:33,08-04-2024 20:48,08-04-2024 20:49,on time,781.08,Cash,37936,904,3,265.29,Medium,Monday,4
4470717835,76008165,08-07-2023 00:21,08-07-2023 00:36,08-07-2023 00:39,on time,1474.48,Wallet,80246,313,2,1245.62,Premium,Saturday,7
3018086191,76359458,07-02-2024 15:51,07-02-2024 16:11,07-02-2024 16:13,on time,1775.03,Card,86332,4263,2,117.18,Low,Wednesday,2
2447983559,99772709,03-10-2024 20:46,03-10-2024 20:58,03-10-2024 21:25,significantly delayed,1031.06,Cash,68149,3486,1,568.94,High,Thursday,10
5116322704,63360864,20-06-2024 04:21,20-06-2024 04:38,20-06-2024 04:42,on time,2386.24,UPI,24469,5687,3,712.86,High,Thursday,6
8941550852,54145987,20-04-2024 22:07,20-04-2024 22:19,20-04-2024 22:22,on time,198.15,Card,18037,286,3,1193.04,Premium,Saturday,4
8026773850,94730288,23-10-2023 19:16,23-10-2023 19:34,23-10-2023 19:37,on time,1378.46,Wallet,22178,7337,3,1249.95,Premium,Monday,10
2102402075,30317733,14-07-2024 05:30,14-07-2024 05:46,14-07-2024 05:41,on time,1037.5,UPI,81176,2426,1,532.57,High,Sunday,7
989844439,30468930,23-07-2023 11:54,23-07-2023 12:08,23-07-2023 12:06,on time,3217.54,Cash,77083,2811,3,551.28,High,Sunday,7
8426805628,11636968,17-04-2023 22:41,17-04-2023 22:54,17-04-2023 22:52,on time,1620.7,Card,88737,4577,3,2918.07,Premium,Monday,4
7662188403,35554129,09-05-2023 07:35,09-05-2023 07:47,09-05-2023 07:55,slightly delayed,2497.79,Wallet,80894,4222,3,271.68,Medium,Tuesday,5
9141654140,77811864,14-07-2023 13:55,14-07-2023 14:11,14-07-2023 14:12,on time,2805.01,Wallet,38063,8146,2,614.46,High,Friday,7
5696947751,90745023,06-11-2023 03:35,06-11-2023 03:48,06-11-2023 03:49,on time,1431.23,UPI,58100,1369,2,709.82,High,Monday,11
8953871540,1601161,14-11-2023 16:17,14-11-2023 16:31,14-11-2023 16:36,on time,683.46,UPI,62193,6917,2,325.34,Medium,Tuesday,11
1767778760,67729191,14-04-2023 03:24,14-04-2023 03:41,14-04-2023 03:41,on time,2977.3,Cash,57806,6420,2,1754.86,Premium,Friday,4
5516201271,73661993,10-07-2024 14:21,10-07-2024 14:41,10-07-2024 14:39,on time,1210.9,Cash,32490,1773,1,722.42,High,Wednesday,7
9358248664,75213636,19-12-2023 23:59,20-12-2023 00:18,20-12-2023 00:15,on time,637.6,Cash,52315,4970,3,1266.69,Premium,Tuesday,12
1530424665,45700739,21-04-2023 23:29,21-04-2023 23:49,21-04-2023 23:51,on time,3107.41,Cash,53811,2261,1,71.6,Low,Friday,4
7816293360,87669943,27-07-2023 17:54,27-07-2023 18:14,27-07-2023 18:16,on time,4856.23,UPI,81753,4211,2,1531.52,Premium,Thursday,7
1602396548,11063505,09-09-2024 23:44,09-09-2024 23:59,10-09-2024 00:01,on time,2790.67,Card,64637,3453,2,458.76,Medium,Monday,9
7938126128,26199489,16-06-2023 08:24,16-06-2023 08:42,16-06-2023 08:41,on time,877.89,Card,50175,3636,1,906.54,High,Friday,6
271744331,47274329,21-08-2023 04:01,21-08-2023 04:12,21-08-2023 04:10,on time,97.04,UPI,30354,525,3,2843.85,Premium,Monday,8
387311360,70221073,07-08-2023 02:54,07-08-2023 03:11,07-08-2023 03:10,on time,1358.19,Wallet,7081,9457,1,551.88,High,Monday,8
1286123100,45659330,30-12-2023 23:53,31-12-2023 00:10,31-12-2023 00:13,on time,1243.74,UPI,19279,962,1,326.42,Medium,Saturday,12
4832392771,10038382,02-11-2023 14:44,02-11-2023 14:55,02-11-2023 14:58,on time,2524.06,Card,33654,2996,1,863.18,High,Thursday,11
4800106448,49970560,10-12-2023 05:17,10-12-2023 05:31,10-12-2023 05:27,on time,3048.99,Card,38774,5061,1,820.9,High,Sunday,12
5500008514,31371112,03-05-2024 18:08,03-05-2024 18:25,03-05-2024 18:24,on time,3605.53,Cash,48166,9878,2,665.68,High,Friday,5
7879575037,7228206,07-01-2024 12:19,07-01-2024 12:32,07-01-2024 12:37,on time,3446.01,Cash,85162,5569,3,2127.24,Premium,Sunday,1
50845914,54893418,09-04-2023 04:18,09-04-2023 04:37,09-04-2023 04:34,on time,3226.44,Card,95031,4686,3,2476.38,Premium,Sunday,4
9766990467,48358028,30-06-2023 08:18,30-06-2023 08:33,30-06-2023 08:41,slightly delayed,186.08,Card,18483,1055,2,1652.42,Premium,Friday,6
4215602937,66499992,04-10-2023 05:29,04-10-2023 05:44,04-10-2023 05:45,on time,1607.2,Wallet,38381,3629,3,343.56,Medium,Wednesday,10
238484255,73869823,11-04-2024 04:03,11-04-2024 04:18,11-04-2024 04:20,on time,4305.06,Cash,87590,4132,3,975.24,High,Thursday,4
3293988248,89986926,29-09-2024 07:44,29-09-2024 07:57,29-09-2024 08:26,significantly delayed,1519.45,Wallet,19751,7964,2,281.6,Medium,Sunday,9
5296157775,99231937,27-07-2024 10:24,27-07-2024 10:34,27-07-2024 10:37,on time,1565.22,Wallet,68713,179,3,214.8,Medium,Saturday,7
1143489067,21432404,14-09-2023 17:01,14-09-2023 17:21,14-09-2023 17:18,on time,424.61,UPI,68548,7002,2,339.76,Medium,Thursday,9
8524452029,40986000,07-11-2023 01:00,07-11-2023 01:15,07-11-2023 01:22,slightly delayed,4191.3,Cash,65655,2092,1,709.08,High,Tuesday,11
4256779885,88745052,01-06-2023 17:29,01-06-2023 17:39,01-06-2023 17:37,on time,1740.54,Cash,71100,5924,1,275.03,Medium,Thursday,6
7744686996,72946405,27-09-2023 21:39,27-09-2023 21:55,27-09-2023 22:17,significantly delayed,1798.56,Cash,4886,5748,1,799.46,High,Wednesday,9
5427462399,41647393,21-06-2024 13:57,21-06-2024 14:15,21-06-2024 14:19,on time,2098.17,Wallet,87698,62,2,563.46,High,Friday,6
8596751747,66359719,09-03-2024 06:33,09-03-2024 06:44,09-03-2024 06:43,on time,2462.18,Card,95854,4678,1,242.57,Medium,Saturday,3
4746468643,15144290,17-08-2023 19:31,17-08-2023 19:51,17-08-2023 19:52,on time,3206.64,UPI,5235,7914,3,1043.73,Premium,Thursday,8
3010047327,5716817,15-12-2023 20:11,15-12-2023 20:24,15-12-2023 20:29,on time,799.46,Wallet,65599,4167,3,1064.73,Premium,Friday,12
1236959246,94033330,06-10-2024 20:17,06-10-2024 20:37,06-10-2024 20:41,on time,1310.39,Cash,76379,6888,1,275.03,Medium,Sunday,10
6600422315,79726146,19-09-2023 00:26,19-09-2023 00:38,19-09-2023 00:41,on time,3415.39,UPI,46137,1886,3,1329.51,Premium,Tuesday,9
3227252410,83023956,16-02-2024 07:53,16-02-2024 08:11,16-02-2024 08:09,on time,4307.46,Cash,66386,8087,3,2238.09,Premium,Friday,2
6972292408,19682060,16-11-2023 05:37,16-11-2023 05:55,16-11-2023 06:12,significantly delayed,658.16,Cash,46413,7246,1,277.76,Medium,Thursday,11
7562754470,10700664,15-02-2024 23:27,15-02-2024 23:47,15-02-2024 23:48,on time,317.82,Wallet,46136,4674,2,1829.76,Premium,Thursday,2
7361971676,27504517,23-08-2023 00:44,23-08-2023 01:02,23-08-2023 01:06,on time,532.57,Card,18979,2750,1,728.73,High,Wednesday,8
8875605037,93867669,27-09-2023 10:02,27-09-2023 10:16,27-09-2023 10:20,on time,3235.64,Card,16915,2039,1,415.75,Medium,Wednesday,9
8508253527,31233120,05-09-2024 20:54,05-09-2024 21:11,05-09-2024 21:23,slightly delayed,452.6,UPI,11048,5677,1,275.03,Medium,Thursday,9
6798775600,24845814,09-10-2023 22:39,09-10-2023 22:54,09-10-2023 23:08,slightly delayed,3645.18,Cash,81032,5471,2,1216,Premium,Monday,10
3624810422,42366724,10-08-2024 01:08,10-08-2024 01:25,10-08-2024 01:29,on time,864.3,Cash,83193,9521,1,96.09,Low,Saturday,8
4740213452,84066402,22-02-2024 12:29,22-02-2024 12:49,22-02-2024 13:01,slightly delayed,3295.97,Cash,85085,7162,2,1774.96,Premium,Thursday,2
3825468344,81337068,09-04-2023 08:04,09-04-2023 08:19,09-04-2023 08:21,on time,1220.63,UPI,35824,2100,3,1458.84,Premium,Sunday,4
902245665,44828791,08-08-2024 08:14,08-08-2024 08:28,08-08-2024 08:26,on time,2047.24,Cash,25868,4066,3,551.28,High,Thursday,8
6874299189,24633671,14-08-2023 11:33,14-08-2023 11:45,14-08-2023 11:48,on time,4027.29,Card,38460,3001,2,1749.56,Premium,Monday,8
1127125313,91312072,15-12-2023 19:19,15-12-2023 19:36,15-12-2023 19:45,slightly delayed,823.75,Card,81996,8828,2,342.4,Medium,Friday,12
3606548818,85354059,12-05-2023 04:48,12-05-2023 05:08,12-05-2023 05:10,on time,740.18,Wallet,90473,4891,3,480.21,Medium,Friday,5
5750044154,11636968,16-09-2024 22:40,16-09-2024 22:50,16-09-2024 23:01,slightly delayed,2855.42,UPI,71543,7740,2,378.94,Medium,Monday,9
3872847781,27727819,16-09-2023 20:38,16-09-2023 20:55,16-09-2023 20:53,on time,576.22,Wallet,45099,9963,3,66.12,Low,Saturday,9
5939554684,3875480,11-06-2023 16:33,11-06-2023 16:47,11-06-2023 16:51,on time,3071.72,Wallet,71726,212,1,369.28,Medium,Sunday,6
676412814,57291761,26-07-2024 03:29,26-07-2024 03:45,26-07-2024 03:45,on time,2147.32,UPI,88453,6861,1,163.55,Low,Friday,7
4248390724,6390687,22-08-2023 20:17,22-08-2023 20:35,22-08-2023 20:44,slightly delayed,877.98,Cash,49698,8404,2,834.78,High,Tuesday,8
8938687150,97664747,25-04-2023 06:25,25-04-2023 06:35,25-04-2023 06:30,on time,1313.92,Cash,99357,2896,3,1973.4,Premium,Tuesday,4
7898867047,899941,03-05-2023 15:13,03-05-2023 15:31,03-05-2023 15:38,slightly delayed,5189.5,Wallet,51564,9180,3,66.42,Low,Wednesday,5
2142065357,469006,27-01-2024 07:45,27-01-2024 08:04,27-01-2024 08:04,on time,2586.92,Cash,1749,8613,1,40.7,Low,Saturday,1
9024719693,21597477,06-06-2024 19:22,06-06-2024 19:40,06-06-2024 19:41,on time,140.44,Card,96400,7334,3,958.02,High,Thursday,6
8976616698,90346920,23-08-2023 03:20,23-08-2023 03:36,23-08-2023 03:38,on time,3364.63,UPI,46211,362,2,1195.82,Premium,Wednesday,8
8792586840,91566278,14-06-2023 15:09,14-06-2023 15:26,14-06-2023 15:29,on time,1843.14,UPI,44722,9496,3,291.12,Medium,Wednesday,6
5375387413,66768157,04-04-2023 23:31,04-04-2023 23:42,04-04-2023 23:44,on time,1934.8,Wallet,53977,592,3,499.26,Medium,Tuesday,4
4252164097,72366758,28-09-2023 06:58,28-09-2023 07:16,28-09-2023 07:24,slightly delayed,163.55,Card,11104,4201,1,127.08,Low,Thursday,9
8423273411,5418547,23-05-2023 23:13,23-05-2023 23:24,23-05-2023 23:24,on time,719.38,UPI,81864,8994,3,1247.25,Premium,Tuesday,5
2551179741,18791381,10-04-2024 02:09,10-04-2024 02:29,10-04-2024 02:43,slightly delayed,2975.13,UPI,50120,1613,3,2462.7,Premium,Wednesday,4
227511348,11775073,01-08-2024 15:43,01-08-2024 16:01,01-08-2024 16:02,on time,2388.23,Card,90637,4665,1,422.23,Medium,Thursday,8
4434464045,7591711,22-09-2023 00:04,22-09-2023 00:21,22-09-2023 00:21,on time,2148.83,Card,84509,5121,1,947.95,High,Friday,9
7041011843,35705377,06-02-2024 00:46,06-02-2024 01:03,06-02-2024 01:03,on time,1303.83,Card,79645,1765,2,1979.76,Premium,Tuesday,2
6510283268,67383024,12-06-2024 01:40,12-06-2024 01:57,12-06-2024 01:55,on time,1452.76,Wallet,59772,2932,3,2478.63,Premium,Wednesday,6
6853654698,85198177,06-08-2023 11:20,06-08-2023 11:36,06-08-2023 11:41,on time,2101.23,Card,57378,5281,1,81.35,Low,Sunday,8
9338996795,2219590,09-01-2024 18:21,09-01-2024 18:40,09-01-2024 18:38,on time,951.43,Card,85003,8279,2,1851.3,Premium,Tuesday,1
7346145952,96629258,12-03-2024 19:24,12-03-2024 19:37,12-03-2024 19:33,on time,264.89,Cash,32434,3556,1,48.55,Low,Tuesday,3
6497069610,52672659,10-04-2024 17:18,10-04-2024 17:32,10-04-2024 17:34,on time,1416.18,Card,80825,3577,3,932.61,High,Wednesday,4
1741402363,87200291,12-06-2024 11:13,12-06-2024 11:29,12-06-2024 11:31,on time,1729.82,UPI,29182,4423,1,482.06,Medium,Wednesday,6
4825878367,46717997,07-10-2024 14:04,07-10-2024 14:23,07-10-2024 14:23,on time,4152.86,Card,96209,5643,2,685.88,High,Monday,10
7019011442,41640262,30-06-2023 19:38,30-06-2023 19:54,30-06-2023 19:50,on time,3612.65,Cash,15863,9125,2,1016,Premium,Friday,6
1674463798,52085702,21-09-2024 13:31,21-09-2024 13:43,21-09-2024 13:49,slightly delayed,3497.86,UPI,17663,7301,1,552.2,High,Saturday,9
305684588,46876240,25-08-2024 19:41,25-08-2024 19:56,25-08-2024 20:12,significantly delayed,4199.86,UPI,70029,7499,3,101.28,Low,Sunday,8
5967495442,77086074,18-07-2024 15:25,18-07-2024 15:36,18-07-2024 15:47,slightly delayed,707.67,Card,7004,9906,2,1754.86,Premium,Thursday,7
2571047526,90665975,19-06-2023 00:18,19-06-2023 00:30,19-06-2023 00:25,on time,651.93,UPI,45704,3902,2,1126.9,Premium,Monday,6
7784811086,53332493,07-09-2024 06:11,07-09-2024 06:26,07-09-2024 06:50,significantly delayed,2387.27,UPI,83254,654,2,93.24,Low,Saturday,9
7942005230,78614729,25-03-2023 08:20,25-03-2023 08:31,25-03-2023 08:41,slightly delayed,281.73,Wallet,44185,8679,2,1765.02,Premium,Saturday,3
6653543195,95334407,15-09-2023 14:53,15-09-2023 15:09,15-09-2023 15:20,slightly delayed,1617.62,Wallet,68173,2292,3,1329.51,Premium,Friday,9
397928918,71902700,14-09-2024 03:54,14-09-2024 04:13,14-09-2024 04:28,slightly delayed,797.99,Card,80520,3293,2,475.24,Medium,Saturday,9
776120140,25128143,12-11-2023 03:51,12-11-2023 04:03,12-11-2023 04:19,significantly delayed,430.41,Card,28491,7417,2,575.62,High,Sunday,11
8293188779,28991365,16-10-2024 09:48,16-10-2024 10:08,16-10-2024 10:06,on time,4286.09,UPI,71056,4650,1,225.21,Medium,Wednesday,10
178737268,2164524,18-06-2023 19:52,18-06-2023 20:05,18-06-2023 20:04,on time,726.41,UPI,66743,5088,3,2014.65,Premium,Sunday,6
5246598523,90665975,22-11-2023 16:46,22-11-2023 17:04,22-11-2023 17:30,significantly delayed,3057.36,Cash,67554,8891,2,281.6,Medium,Wednesday,11
1172544737,30188374,24-11-2023 07:36,24-11-2023 07:46,24-11-2023 07:56,slightly delayed,1080.33,Cash,27338,2867,2,1953.1,Premium,Friday,11
6419533291,92404798,28-07-2023 05:02,28-07-2023 05:15,28-07-2023 05:17,on time,2555.75,Wallet,32799,3296,1,39.65,Low,Friday,7
882083749,51833636,18-06-2023 12:52,18-06-2023 13:09,18-06-2023 13:13,on time,1142.73,Cash,42317,5887,1,651.93,High,Sunday,6
3185510401,43990799,14-10-2024 00:24,14-10-2024 00:36,14-10-2024 00:40,on time,749.5,UPI,60744,8587,1,826.21,High,Monday,10
7760767006,93018527,19-08-2023 12:04,19-08-2023 12:19,19-08-2023 12:14,on time,1014.49,UPI,88497,8076,2,882.4,High,Saturday,8
3833878150,644189,23-06-2024 18:54,23-06-2024 19:07,23-06-2024 19:33,significantly delayed,3376,Cash,27906,315,1,171.2,Low,Sunday,6
369899578,44198187,19-08-2023 14:17,19-08-2023 14:31,19-08-2023 14:32,on time,2313.22,Cash,85235,7302,1,831.1,High,Saturday,8
1944466212,70798876,09-09-2024 14:02,09-09-2024 14:21,09-09-2024 14:20,on time,2523.57,UPI,77615,4024,1,263.7,Medium,Monday,9
4064447117,6061349,25-02-2024 22:19,25-02-2024 22:34,25-02-2024 22:53,significantly delayed,2534.24,Cash,36940,394,1,505.95,High,Sunday,2
1553685597,22822088,28-10-2024 00:27,28-10-2024 00:43,28-10-2024 01:13,significantly delayed,2962.71,Card,246,3414,3,979.26,High,Monday,10
3682284811,96009692,18-07-2024 20:57,18-07-2024 21:13,18-07-2024 21:10,on time,4471.32,UPI,10177,6603,1,209.59,Medium,Thursday,7
291439357,62679120,11-04-2023 02:13,11-04-2023 02:30,11-04-2023 02:33,on time,2008.62,UPI,8626,5860,2,896.32,High,Tuesday,4
8285784194,17390673,30-09-2024 15:47,30-09-2024 15:57,30-09-2024 15:59,on time,1107.52,UPI,72635,9982,1,922.64,High,Monday,9
5058742647,29562254,17-09-2024 23:35,17-09-2024 23:51,17-09-2024 23:55,on time,1943.59,UPI,25730,579,2,695.82,High,Tuesday,9
6917020296,34655710,10-07-2024 21:48,10-07-2024 22:00,10-07-2024 22:03,on time,705.42,Card,41276,6483,1,277.76,Medium,Wednesday,7
6671181961,50968312,13-10-2023 05:37,13-10-2023 05:49,13-10-2023 05:51,on time,2732,Wallet,46269,5607,3,932.07,High,Friday,10
5123439997,89886179,15-02-2024 18:57,15-02-2024 19:13,15-02-2024 19:15,on time,1789.27,Cash,55720,2403,2,1197.66,Premium,Thursday,2
8510183245,3897936,01-10-2024 20:56,01-10-2024 21:07,01-10-2024 21:02,on time,2914.71,Wallet,94891,466,3,1072.26,Premium,Tuesday,10
6081384585,94529626,04-03-2024 04:03,04-03-2024 04:19,04-03-2024 04:20,on time,4519.77,Cash,96881,1823,1,671.55,High,Monday,3
4423613746,98088303,27-08-2023 18:01,27-08-2023 18:11,27-08-2023 18:20,slightly delayed,4916.33,UPI,1185,1660,3,1021.98,Premium,Sunday,8
1530472691,82169898,09-08-2024 14:17,09-08-2024 14:35,09-08-2024 14:46,slightly delayed,3469.84,UPI,7489,7153,1,482.06,Medium,Friday,8
7009303199,85519349,25-02-2024 10:37,25-02-2024 10:51,25-02-2024 10:59,slightly delayed,3223.07,UPI,72585,2783,3,2167.26,Premium,Sunday,2
5386652055,71252391,16-04-2024 15:24,16-04-2024 15:40,16-04-2024 15:47,slightly delayed,2799.46,Card,4038,2212,3,932.61,High,Tuesday,4
4413239746,22915611,10-04-2023 07:24,10-04-2023 07:41,10-04-2023 07:54,slightly delayed,811.95,UPI,21923,7096,1,287.81,Medium,Monday,4
4988875078,65514005,23-07-2023 15:48,23-07-2023 16:02,23-07-2023 16:16,slightly delayed,3485.65,UPI,3617,7938,1,134.69,Low,Sunday,7
1617565217,43518622,01-06-2024 12:51,01-06-2024 13:03,01-06-2024 13:02,on time,2865.04,UPI,5577,4961,1,887.48,High,Saturday,6
392038758,24144240,23-07-2024 18:36,23-07-2024 18:50,23-07-2024 18:58,slightly delayed,3639.23,Card,62825,9624,3,727.71,High,Tuesday,7
1828727552,12455156,26-03-2024 14:32,26-03-2024 14:51,26-03-2024 14:54,on time,2106.13,Cash,92001,3243,3,343.56,Medium,Tuesday,3
7119397338,25850478,28-10-2024 22:53,28-10-2024 23:10,28-10-2024 23:13,on time,874.78,Cash,39725,6526,2,79.3,Low,Monday,10
2611271708,11446157,26-04-2024 05:34,26-04-2024 05:44,26-04-2024 05:47,on time,1171.77,Card,54792,3166,3,633.75,High,Friday,4
7162509481,1174162,17-10-2024 00:59,17-10-2024 01:11,17-10-2024 01:06,on time,1157.52,Wallet,20373,6948,3,1107.84,Premium,Thursday,10
131913576,48228547,17-10-2023 03:00,17-10-2023 03:10,17-10-2023 03:12,on time,2136.82,Wallet,27197,3581,3,2610.87,Premium,Tuesday,10
6627201490,28991365,10-12-2023 14:55,10-12-2023 15:06,10-12-2023 15:17,slightly delayed,1393.12,Cash,31046,8796,1,416.65,Medium,Sunday,12
4644950813,81655250,21-08-2023 09:02,21-08-2023 09:22,21-08-2023 09:27,on time,2392.8,Card,2614,3353,3,2843.85,Premium,Monday,8
9434934993,92027021,09-08-2024 07:08,09-08-2024 07:26,09-08-2024 07:39,slightly delayed,698.38,Cash,95990,5431,1,728.73,High,Friday,8
2556317798,29562072,14-09-2023 03:54,14-09-2023 04:05,14-09-2023 04:03,on time,1675.35,Cash,76160,8303,3,2633.67,Premium,Thursday,9
2826150539,24456825,05-11-2023 10:24,05-11-2023 10:42,05-11-2023 10:47,on time,2121.58,Card,19554,6711,3,1297.17,Premium,Sunday,11
4283803308,4543215,08-12-2023 04:15,08-12-2023 04:28,08-12-2023 04:32,on time,2653.37,UPI,29754,7787,1,671.55,High,Friday,12
6873424093,35705377,10-02-2024 23:18,10-02-2024 23:28,10-02-2024 23:29,on time,2891.16,UPI,61533,4281,3,2776.95,Premium,Saturday,2
4741294126,66354642,05-09-2024 08:27,05-09-2024 08:37,05-09-2024 08:38,on time,2218.23,Cash,84476,5064,3,1192.65,Premium,Thursday,9
4967241271,45708879,03-05-2023 22:35,03-05-2023 22:55,03-05-2023 22:56,on time,641.98,Wallet,73253,6076,2,1603.62,Premium,Wednesday,5
9554079946,69516494,23-12-2023 09:57,23-12-2023 10:10,23-12-2023 10:10,on time,3528.74,Wallet,90188,8757,1,874.78,High,Saturday,12
4601205399,97111069,14-07-2023 20:15,14-07-2023 20:34,14-07-2023 20:39,on time,3250.65,Wallet,36629,2051,2,1531.52,Premium,Friday,7
5633967304,72605638,30-01-2024 19:14,30-01-2024 19:33,30-01-2024 19:48,slightly delayed,2009.59,Cash,93942,619,2,386.92,Medium,Tuesday,1
