delivery_partner_id,total_deliveries,on_time_deliveries,avg_delay_mins,total_revenue,on_time_pct,performance_rating
11457,1,0,10.0,1009.47,0.0,Poor
11470,1,1,-4.0,3481.37,100.0,Excellent
11471,1,1,-5.0,1140.16,100.0,Excellent
11473,1,1,-4.0,2131.39,100.0,Excellent
11475,1,0,5.0,2432.06,0.0,Poor
11489,1,0,21.0,803.12,0.0,Poor
11502,1,1,-5.0,3673.81,100.0,Excellent
11517,1,0,13.0,4498.83,0.0,Poor
11530,1,1,-1.0,2527.14,100.0,Excellent
11532,1,1,-2.0,5380.75,100.0,Excellent
11536,1,0,1.0,2083.65,0.0,Poor
11559,1,0,5.0,2331.06,0.0,Poor
11612,1,0,3.0,3568.09,0.0,Poor
11624,1,0,4.0,359.98,0.0,Poor
11640,1,1,-1.0,572.12,100.0,Excellent
11674,1,0,1.0,826.21,0.0,Poor
11720,1,0,2.0,4464.71,0.0,Poor
11753,1,0,4.0,1835.2,0.0,Poor
11754,1,0,15.0,3103.01,0.0,Poor
11812,1,0,3.0,2790.84,0.0,Poor
11814,1,0,25.0,946.86,0.0,Poor
11827,1,0,3.0,2378.76,0.0,Poor
11837,1,0,7.0,1402.9,0.0,Poor
11867,1,1,-2.0,1175.72,100.0,Excellent
11906,1,0,1.0,3665.54,0.0,Poor
11907,1,0,3.0,3550.74,0.0,Poor
11914,1,1,-3.0,2651.44,100.0,Excellent
11946,1,0,4.0,81.35,0.0,Poor
11958,1,0,22.0,4281.94,0.0,Poor
11969,1,0,16.0,160.07,0.0,Poor
12013,1,1,-3.0,3731.46,100.0,Excellent
12036,1,0,3.0,1673.94,0.0,Poor
12071,1,0,5.0,1538.49,0.0,Poor
12086,1,1,-5.0,3374.44,100.0,Excellent
12155,1,1,-1.0,227.22,100.0,Excellent
12164,1,0,8.0,2056.76,0.0,Poor
12171,1,1,-3.0,212.14,100.0,Excellent
12202,1,0,3.0,3110.34,0.0,Poor
12207,1,0,3.0,1938.45,0.0,Poor
12214,1,1,-2.0,2809.06,100.0,Excellent
12223,1,0,20.0,4981.07,0.0,Poor
12230,1,0,3.0,2412.89,0.0,Poor
12255,1,0,2.0,5163.37,0.0,Poor
12258,1,0,25.0,87.3,0.0,Poor
12282,1,0,4.0,2653.75,0.0,Poor
12315,1,0,8.0,1785.73,0.0,Poor
12377,1,1,-2.0,3373.96,100.0,Excellent
12387,1,0,6.0,3725.57,0.0,Poor
12413,1,1,-2.0,3445.49,100.0,Excellent
12416,1,1,-4.0,1848.84,100.0,Excellent
12426,1,0,1.0,2490.5,0.0,Poor
12442,1,1,-5.0,895.76,100.0,Excellent
12465,1,1,-4.0,2287.2,100.0,Excellent
12528,1,0,27.0,4682.75,0.0,Poor
12535,1,1,-5.0,3446.55,100.0,Excellent
12549,1,1,-4.0,1854.55,100.0,Excellent
12552,1,0,13.0,3744.71,0.0,Poor
12596,1,1,-4.0,4861.55,100.0,Excellent
12618,1,0,14.0,5328.0,0.0,Poor
12676,1,1,-5.0,1465.71,100.0,Excellent
12717,1,1,-4.0,1339.43,100.0,Excellent
12745,1,1,-5.0,1793.45,100.0,Excellent
12767,1,1,-4.0,1927.44,100.0,Excellent
12777,1,1,-4.0,2422.16,100.0,Excellent
12801,1,0,5.0,1239.96,0.0,Poor
12818,1,0,9.0,4129.04,0.0,Poor
12838,1,0,3.0,1274.33,0.0,Poor
12853,1,0,5.0,2035.95,0.0,Poor
12863,1,0,3.0,198.72,0.0,Poor
12879,1,0,9.0,3742.79,0.0,Poor
12886,1,1,0.0,2426.17,100.0,Excellent
12916,1,1,-5.0,1922.55,100.0,Excellent
12944,1,1,-3.0,1597.12,100.0,Excellent
12987,1,0,14.0,2298.98,0.0,Poor
12994,1,0,1.0,4183.35,0.0,Poor
13006,1,0,8.0,925.65,0.0,Poor
13007,1,1,-1.0,965.88,100.0,Excellent
13012,1,0,14.0,1381.29,0.0,Poor
13031,1,0,3.0,2436.58,0.0,Poor
13059,1,0,5.0,5770.21,0.0,Poor
13060,1,0,14.0,2029.88,0.0,Poor
13085,1,1,0.0,5477.53,100.0,Excellent
13097,1,0,12.0,935.64,0.0,Poor
13100,1,0,25.0,2369.51,0.0,Poor
13115,1,1,0.0,2814.99,100.0,Excellent
13120,1,1,-1.0,2654.71,100.0,Excellent
13158,1,0,2.0,2636.86,0.0,Poor
13165,1,0,25.0,5086.75,0.0,Poor
13171,1,0,1.0,3086.11,0.0,Poor
13204,1,1,-2.0,4391.02,100.0,Excellent
13215,1,0,1.0,2573.93,0.0,Poor
13251,1,0,7.0,1717.21,0.0,Poor
13272,1,1,-2.0,2089.26,100.0,Excellent
13299,1,0,2.0,650.2,0.0,Poor
13303,1,1,-5.0,4495.56,100.0,Excellent
13307,1,1,-1.0,793.14,100.0,Excellent
13336,1,0,29.0,2983.11,0.0,Poor
13348,1,1,-3.0,1479.13,100.0,Excellent
13371,1,1,-1.0,1069.03,100.0,Excellent
13373,1,1,-1.0,755.66,100.0,Excellent
13455,1,1,0.0,2257.55,100.0,Excellent
13462,1,0,4.0,2650.68,0.0,Poor
13574,1,1,-4.0,1760.51,100.0,Excellent
13593,1,0,5.0,3997.84,0.0,Poor
13622,1,1,-3.0,1897.86,100.0,Excellent
13646,1,1,-2.0,3519.46,100.0,Excellent
13649,1,0,4.0,1387.32,0.0,Poor
13676,1,0,29.0,3239.66,0.0,Poor
13716,1,0,4.0,1659.86,0.0,Poor
13729,1,1,0.0,4146.0,100.0,Excellent
13756,1,1,-1.0,2474.92,100.0,Excellent
13768,1,0,29.0,2821.85,0.0,Poor
13826,1,0,24.0,242.57,0.0,Poor
13849,1,1,-4.0,1864.68,100.0,Excellent
13853,1,0,12.0,1492.14,0.0,Poor
13883,1,0,5.0,2639.9,0.0,Poor
13885,1,0,8.0,3179.91,0.0,Poor
13919,1,0,2.0,2272.72,0.0,Poor
13931,1,1,0.0,1565.76,100.0,Excellent
14009,1,0,4.0,2244.39,0.0,Poor
14050,1,1,-5.0,4654.27,100.0,Excellent
14063,1,0,4.0,2926.61,0.0,Poor
14104,1,1,-4.0,941.19,100.0,Excellent
14135,1,0,14.0,825.46,0.0,Poor
14166,1,0,14.0,1543.13,0.0,Poor
14184,1,1,-2.0,2081.4,100.0,Excellent
14243,1,0,3.0,422.5,0.0,Poor
14278,1,1,0.0,2068.22,100.0,Excellent
14314,1,0,21.0,5452.58,0.0,Poor
14319,1,0,22.0,482.06,0.0,Poor
14323,1,0,28.0,697.53,0.0,Poor
14324,1,0,2.0,758.8,0.0,Poor
14328,1,0,2.0,482.06,0.0,Poor
14338,1,1,-3.0,1969.47,100.0,Excellent
14372,1,0,3.0,913.2,0.0,Poor
14386,1,0,1.0,5183.93,0.0,Poor
14388,1,1,-4.0,4573.95,100.0,Excellent
14408,1,0,4.0,827.44,0.0,Poor
14419,1,1,-4.0,995.98,100.0,Excellent
14424,1,1,0.0,3818.13,100.0,Excellent
14451,1,1,-4.0,3355.93,100.0,Excellent
14473,1,1,-3.0,938.03,100.0,Excellent
14479,1,0,6.0,951.43,0.0,Poor
14539,1,0,5.0,1926.44,0.0,Poor
14551,1,1,-5.0,3588.19,100.0,Excellent
14560,1,1,0.0,3919.44,100.0,Excellent
14563,1,0,4.0,576.22,0.0,Poor
14565,1,0,4.0,1666.47,0.0,Poor
14592,1,0,4.0,2844.94,0.0,Poor
14630,1,0,1.0,956.4,0.0,Poor
14664,1,1,-1.0,1527.05,100.0,Excellent
14666,1,0,14.0,2207.49,0.0,Poor
14692,1,0,5.0,3562.88,0.0,Poor
14763,1,1,0.0,2698.66,100.0,Excellent
14789,1,0,2.0,3561.22,0.0,Poor
14790,1,1,-2.0,2329.61,100.0,Excellent
14791,1,0,8.0,638.38,0.0,Poor
14792,1,0,5.0,105.29,0.0,Poor
14802,1,0,5.0,3896.33,0.0,Poor
14904,1,1,-3.0,2700.94,100.0,Excellent
14917,1,1,-3.0,4073.91,100.0,Excellent
14918,1,0,10.0,1269.18,0.0,Poor
14931,1,0,3.0,2146.47,0.0,Poor
14938,1,1,-1.0,1583.71,100.0,Excellent
14963,1,0,17.0,1730.33,0.0,Poor
14972,1,1,-4.0,1956.01,100.0,Excellent
14983,1,0,2.0,976.55,0.0,Poor
14986,1,0,9.0,2926.42,0.0,Poor
15003,1,0,1.0,1498.34,0.0,Poor
15034,1,1,0.0,1379.99,100.0,Excellent
15044,1,1,-2.0,947.95,100.0,Excellent
15085,1,0,2.0,114.52,0.0,Poor
15091,1,0,5.0,909.66,0.0,Poor
15102,1,0,4.0,423.56,0.0,Poor
15112,1,0,5.0,2445.48,0.0,Poor
15125,1,0,5.0,1382.07,0.0,Poor
15133,1,1,-2.0,2463.99,100.0,Excellent
15139,1,0,5.0,4095.44,0.0,Poor
15147,1,0,3.0,1995.03,0.0,Poor
15159,1,1,-3.0,951.27,100.0,Excellent
15180,1,0,10.0,215.65,0.0,Poor
15197,1,0,7.0,2118.48,0.0,Poor
15205,1,0,13.0,3146.13,0.0,Poor
15216,1,0,9.0,1447.21,0.0,Poor
15234,1,1,-4.0,3119.18,100.0,Excellent
15287,1,0,30.0,1394.24,0.0,Poor
15319,1,1,-1.0,1286.82,100.0,Excellent
15340,1,0,22.0,1022.12,0.0,Poor
15353,1,0,15.0,1239.55,0.0,Poor
15362,1,1,-1.0,4283.33,100.0,Excellent
15395,1,0,3.0,2971.17,0.0,Poor
15405,1,1,-4.0,2095.62,100.0,Excellent
15416,1,1,0.0,961.64,100.0,Excellent
15434,1,0,13.0,877.17,0.0,Poor
15459,1,0,2.0,866.77,0.0,Poor
15464,1,1,-1.0,3622.14,100.0,Excellent
15486,1,0,5.0,2500.69,0.0,Poor
15507,1,0,3.0,2335.6,0.0,Poor
15587,1,1,0.0,3369.67,100.0,Excellent
15617,1,0,2.0,2646.85,0.0,Poor
15629,1,0,1.0,2833.2,0.0,Poor
15637,1,1,-3.0,2375.85,100.0,Excellent
15655,1,1,-2.0,697.53,100.0,Excellent
15665,1,1,-2.0,1388.01,100.0,Excellent
15751,1,0,3.0,2840.84,0.0,Poor
15760,1,0,6.0,2035.62,0.0,Poor
15811,1,1,-4.0,1395.01,100.0,Excellent
15816,1,1,-4.0,3277.87,100.0,Excellent
15833,1,1,0.0,2294.77,100.0,Excellent
15863,1,1,-4.0,3612.65,100.0,Excellent
15896,1,1,-1.0,1073.16,100.0,Excellent
15917,1,1,-2.0,971.71,100.0,Excellent
15926,1,0,14.0,1325.12,0.0,Poor
15948,1,1,0.0,3377.8,100.0,Excellent
15976,1,1,-5.0,2192.28,100.0,Excellent
16034,1,0,27.0,412.53,0.0,Poor
16048,1,1,-4.0,878.8,100.0,Excellent
16055,1,0,22.0,951.43,0.0,Poor
16061,1,0,4.0,1367.02,0.0,Poor
16076,1,0,3.0,2363.42,0.0,Poor
16105,1,1,0.0,3510.28,100.0,Excellent
16125,1,0,4.0,2549.37,0.0,Poor
16128,1,1,-3.0,2649.69,100.0,Excellent
16129,1,0,2.0,3445.68,0.0,Poor
16148,1,1,-4.0,2976.81,100.0,Excellent
16201,1,0,8.0,3205.74,0.0,Poor
16231,1,0,11.0,3709.23,0.0,Poor
16233,1,0,13.0,839.84,0.0,Poor
16243,1,0,1.0,838.01,0.0,Poor
16252,1,0,13.0,1022.62,0.0,Poor
16267,1,1,-2.0,3988.44,100.0,Excellent
16269,1,0,1.0,645.44,0.0,Poor
16277,1,0,5.0,2542.59,0.0,Poor
16318,1,0,7.0,3092.14,0.0,Poor
16319,1,1,0.0,4082.47,100.0,Excellent
16320,1,1,-2.0,1645.97,100.0,Excellent
16324,1,1,-1.0,39.65,100.0,Excellent
16338,1,1,-2.0,1874.24,100.0,Excellent
16376,1,0,12.0,209.59,0.0,Poor
16407,1,1,0.0,2097.56,100.0,Excellent
16416,1,0,4.0,1018.81,0.0,Poor
16450,1,0,5.0,2917.28,0.0,Poor
16469,1,0,17.0,2163.69,0.0,Poor
16501,1,0,22.0,1946.09,0.0,Poor
16549,1,0,4.0,641.76,0.0,Poor
16585,1,1,-5.0,1052.23,100.0,Excellent
16598,1,0,6.0,2494.47,0.0,Poor
16607,1,0,4.0,5747.38,0.0,Poor
16610,1,0,15.0,1506.38,0.0,Poor
16623,1,0,7.0,2552.88,0.0,Poor
16671,1,1,0.0,3450.59,100.0,Excellent
16741,1,1,-2.0,4410.72,100.0,Excellent
16742,1,0,6.0,2340.86,0.0,Poor
16756,1,0,3.0,887.78,0.0,Poor
16761,1,1,-2.0,4818.61,100.0,Excellent
16774,1,1,-3.0,3393.08,100.0,Excellent
16796,1,1,-3.0,4510.56,100.0,Excellent
16808,1,0,27.0,2814.34,0.0,Poor
16848,1,0,5.0,222.15,0.0,Poor
16850,1,0,2.0,2559.17,0.0,Poor
16851,1,0,7.0,2819.8,0.0,Poor
16858,1,0,6.0,367.08,0.0,Poor
16877,1,1,-3.0,949.56,100.0,Excellent
16914,1,0,15.0,4284.99,0.0,Poor
16915,1,0,4.0,3235.64,0.0,Poor
16925,1,1,-3.0,2524.56,100.0,Excellent
16963,1,1,-3.0,1696.36,100.0,Excellent
16971,1,1,-1.0,2149.76,100.0,Excellent
16991,1,0,5.0,827.44,0.0,Poor
17016,1,0,5.0,140.8,0.0,Poor
17039,1,1,-2.0,3758.71,100.0,Excellent
17051,1,1,-4.0,2634.39,100.0,Excellent
17071,1,1,-2.0,3086.21,100.0,Excellent
17086,1,1,-1.0,1608.38,100.0,Excellent
17129,1,0,5.0,2162.88,0.0,Poor
17178,1,0,13.0,478.79,0.0,Poor
17180,1,0,23.0,2326.62,0.0,Poor
17187,1,0,4.0,1529.04,0.0,Poor
17189,1,0,30.0,1532.33,0.0,Poor
17257,1,0,5.0,422.87,0.0,Poor
17260,1,1,-2.0,3427.94,100.0,Excellent
17264,1,1,-1.0,3424.25,100.0,Excellent
17291,1,1,-3.0,2042.79,100.0,Excellent
17326,1,0,27.0,209.59,0.0,Poor
17378,1,0,2.0,1380.66,0.0,Poor
17386,1,1,-4.0,4059.84,100.0,Excellent
17404,1,0,5.0,787.4,0.0,Poor
17432,1,0,15.0,2848.42,0.0,Poor
17462,1,1,-4.0,872.08,100.0,Excellent
17465,1,1,-2.0,2606.53,100.0,Excellent
17468,1,1,-2.0,329.79,100.0,Excellent
17469,1,1,-5.0,1491.21,100.0,Excellent
17488,1,0,1.0,2860.94,0.0,Poor
17550,1,1,-3.0,3213.89,100.0,Excellent
17564,1,0,2.0,176.34,0.0,Poor
17582,1,1,-2.0,580.42,100.0,Excellent
17583,1,1,-1.0,898.05,100.0,Excellent
17588,1,1,-5.0,5067.85,100.0,Excellent
17609,1,0,1.0,3986.02,0.0,Poor
17663,1,0,6.0,3497.86,0.0,Poor
17669,1,0,3.0,582.87,0.0,Poor
17677,1,0,1.0,3728.79,0.0,Poor
17689,1,0,30.0,212.14,0.0,Poor
17690,1,1,-3.0,3323.75,100.0,Excellent
17706,1,0,9.0,6543.19,0.0,Poor
17792,1,0,9.0,3205.65,0.0,Poor
17809,1,0,1.0,2556.83,0.0,Poor
17814,1,1,-4.0,2937.69,100.0,Excellent
17836,1,0,4.0,880.72,0.0,Poor
17862,1,0,11.0,3152.59,0.0,Poor
17933,1,0,9.0,2333.58,0.0,Poor
17949,1,0,1.0,3115.75,0.0,Poor
17953,1,1,-3.0,631.7,100.0,Excellent
17974,1,0,1.0,2791.42,0.0,Poor
17981,1,0,2.0,347.91,0.0,Poor
17988,1,0,7.0,1051.16,0.0,Poor
18005,1,1,0.0,3152.22,100.0,Excellent
18037,1,0,3.0,198.15,0.0,Poor
18049,1,0,5.0,3284.68,0.0,Poor
18055,1,0,5.0,2682.72,0.0,Poor
18081,1,1,-1.0,426.72,100.0,Excellent
18096,1,1,-5.0,1159.32,100.0,Excellent
18099,1,0,25.0,1405.86,0.0,Poor
18102,1,1,-1.0,3312.98,100.0,Excellent
18157,1,1,-5.0,785.67,100.0,Excellent
18181,1,0,8.0,2023.82,0.0,Poor
18183,1,0,26.0,576.22,0.0,Poor
18189,1,0,4.0,3901.21,0.0,Poor
18197,1,1,-1.0,1475.02,100.0,Excellent
18200,1,0,15.0,3148.95,0.0,Poor
18256,1,1,-4.0,2073.99,100.0,Excellent
18282,1,0,1.0,2735.5,0.0,Poor
18290,1,1,-4.0,2777.76,100.0,Excellent
18293,1,1,-5.0,2233.84,100.0,Excellent
18323,1,0,13.0,1769.65,0.0,Poor
18328,1,0,25.0,3162.28,0.0,Poor
18337,1,1,-4.0,3077.83,100.0,Excellent
18347,1,0,5.0,2934.21,0.0,Poor
18398,1,0,4.0,786.17,0.0,Poor
18435,1,0,14.0,1020.03,0.0,Poor
18445,1,0,15.0,3732.8,0.0,Poor
18477,1,0,2.0,2159.25,0.0,Poor
18483,1,0,8.0,186.08,0.0,Poor
18487,1,0,12.0,1896.67,0.0,Poor
18510,1,0,5.0,2369.49,0.0,Poor
18521,1,0,27.0,715.72,0.0,Poor
18594,1,0,11.0,939.55,0.0,Poor
18608,1,1,-5.0,4724.31,100.0,Excellent
18682,1,1,-3.0,914.88,100.0,Excellent
18686,1,0,5.0,3094.56,0.0,Poor
18688,1,1,-1.0,869.86,100.0,Excellent
18697,1,1,-4.0,1028.49,100.0,Excellent
18713,1,0,23.0,1131.6,0.0,Poor
18718,1,1,-2.0,1385.54,100.0,Excellent
18758,1,1,-2.0,4088.63,100.0,Excellent
18768,1,0,3.0,3898.9,0.0,Poor
18788,1,0,21.0,1381.53,0.0,Poor
18820,1,0,5.0,3096.82,0.0,Poor
18824,1,0,7.0,1364.14,0.0,Poor
18825,1,1,-2.0,160.07,100.0,Excellent
18826,1,1,-4.0,2141.25,100.0,Excellent
18845,1,1,-5.0,2146.32,100.0,Excellent
18850,1,1,-2.0,4039.16,100.0,Excellent
18853,1,0,4.0,4419.12,0.0,Poor
18907,1,0,12.0,3835.31,0.0,Poor
18931,1,1,-5.0,3166.48,100.0,Excellent
18950,1,1,-4.0,1693.84,100.0,Excellent
18979,1,0,4.0,532.57,0.0,Poor
18998,1,0,23.0,1860.29,0.0,Poor
18999,1,1,0.0,211.25,100.0,Excellent
19052,1,1,-4.0,881.42,100.0,Excellent
19057,1,0,8.0,2962.96,0.0,Poor
19069,1,0,10.0,2879.54,0.0,Poor
19086,1,0,3.0,374.68,0.0,Poor
19111,1,1,-1.0,4715.13,100.0,Excellent
19152,1,1,0.0,5441.63,100.0,Excellent
19165,1,1,0.0,4613.37,100.0,Excellent
19186,1,0,29.0,140.8,0.0,Poor
19224,1,1,0.0,354.52,100.0,Excellent
19227,1,0,4.0,1746.31,0.0,Poor
19236,1,0,19.0,879.67,0.0,Poor
19253,1,0,3.0,465.38,0.0,Poor
19260,1,1,-1.0,918.58,100.0,Excellent
19268,1,0,5.0,508.0,0.0,Poor
19279,1,0,3.0,1243.74,0.0,Poor
19287,1,0,5.0,5494.22,0.0,Poor
19293,1,1,-1.0,2734.37,100.0,Excellent
19332,1,0,3.0,3385.77,0.0,Poor
19344,1,0,2.0,3209.28,0.0,Poor
19370,1,0,4.0,2812.23,0.0,Poor
19395,1,1,-3.0,3826.97,100.0,Excellent
19465,1,0,1.0,4031.66,0.0,Poor
19501,1,0,6.0,730.32,0.0,Poor
19502,1,1,-4.0,562.89,100.0,Excellent
19522,1,0,2.0,3014.75,0.0,Poor
19538,1,0,2.0,651.93,0.0,Poor
19554,1,0,5.0,2121.58,0.0,Poor
19555,1,1,-3.0,2358.73,100.0,Excellent
19556,1,0,2.0,1557.06,0.0,Poor
19589,1,1,-4.0,3151.21,100.0,Excellent
19632,1,0,8.0,3278.3,0.0,Poor
19635,1,0,7.0,5271.36,0.0,Poor
19670,1,0,10.0,1906.86,0.0,Poor
19684,1,1,0.0,1630.96,100.0,Excellent
19693,1,0,21.0,1627.23,0.0,Poor
19704,1,0,4.0,1099.91,0.0,Poor
19710,1,0,5.0,3262.86,0.0,Poor
19720,1,0,2.0,2044.41,0.0,Poor
19722,1,1,-1.0,883.36,100.0,Excellent
19726,1,0,3.0,727.95,0.0,Poor
19751,1,0,29.0,1519.45,0.0,Poor
19811,1,1,-4.0,1243.72,100.0,Excellent
19843,1,1,-1.0,3337.4,100.0,Excellent
19867,1,0,28.0,4406.88,0.0,Poor
19872,1,1,-2.0,1910.09,100.0,Excellent
19900,1,1,-3.0,1812.4,100.0,Excellent
19912,1,1,-4.0,1967.25,100.0,Excellent
19928,1,0,4.0,234.36,0.0,Poor
19933,1,0,5.0,2680.38,0.0,Poor
19960,1,0,3.0,2844.19,0.0,Poor
19975,1,1,-2.0,3628.41,100.0,Excellent
19987,1,1,-2.0,1883.53,100.0,Excellent
19991,1,1,0.0,998.06,100.0,Excellent
20027,1,1,-4.0,2861.87,100.0,Excellent
20073,1,1,-2.0,1601.53,100.0,Excellent
20090,1,1,0.0,765.76,100.0,Excellent
20091,1,1,0.0,2392.67,100.0,Excellent
20118,1,1,-2.0,1072.62,100.0,Excellent
20123,1,1,-3.0,1155.09,100.0,Excellent
20137,1,1,-2.0,4398.86,100.0,Excellent
20170,1,1,-2.0,255.6,100.0,Excellent
20173,1,0,11.0,1095.57,0.0,Poor
20204,1,0,8.0,2548.33,0.0,Poor
20216,1,1,0.0,2378.62,100.0,Excellent
20223,1,1,-5.0,545.49,100.0,Excellent
20246,1,0,3.0,3567.73,0.0,Poor
20247,1,0,5.0,3597.64,0.0,Poor
20285,1,1,-1.0,2075.02,100.0,Excellent
20296,1,0,11.0,3387.81,0.0,Poor
20307,1,0,3.0,4136.46,0.0,Poor
20322,1,1,-4.0,3588.19,100.0,Excellent
20323,1,0,12.0,169.88,0.0,Poor
20348,1,1,0.0,1720.72,100.0,Excellent
20373,1,1,-5.0,1157.52,100.0,Excellent
20374,1,0,3.0,3823.51,0.0,Poor
20388,1,0,1.0,3494.41,0.0,Poor
20391,1,0,14.0,1620.95,0.0,Poor
20405,1,1,-4.0,3404.01,100.0,Excellent
20432,1,1,-2.0,824.99,100.0,Excellent
20446,1,1,-1.0,1869.79,100.0,Excellent
20447,1,1,0.0,1308.24,100.0,Excellent
20473,1,1,-1.0,984.35,100.0,Excellent
20480,1,1,-1.0,2731.72,100.0,Excellent
20488,1,0,1.0,2567.25,0.0,Poor
20504,1,0,2.0,2581.78,0.0,Poor
20522,1,0,25.0,2577.32,0.0,Poor
20524,1,0,1.0,3363.41,0.0,Poor
20540,1,1,-5.0,317.8,100.0,Excellent
20565,1,1,-1.0,2830.88,100.0,Excellent
20579,1,0,3.0,1255.62,0.0,Poor
20581,1,0,5.0,959.14,0.0,Poor
20589,1,0,13.0,317.8,0.0,Poor
20603,1,1,-3.0,764.33,100.0,Excellent
20611,1,0,23.0,4727.19,0.0,Poor
20625,1,1,0.0,3776.78,100.0,Excellent
20631,1,1,-4.0,1149.2,100.0,Excellent
20722,1,1,-5.0,654.31,100.0,Excellent
20739,1,0,2.0,1120.6,0.0,Poor
20751,1,0,20.0,1416.86,0.0,Poor
20774,1,0,11.0,1420.64,0.0,Poor
20781,1,0,2.0,2410.08,0.0,Poor
20788,1,0,5.0,1651.89,0.0,Poor
20790,1,1,-5.0,1213.14,100.0,Excellent
20817,1,0,10.0,1488.91,0.0,Poor
20825,1,0,17.0,3657.49,0.0,Poor
20915,1,0,4.0,1872.31,0.0,Poor
20964,1,0,9.0,1250.24,0.0,Poor
20972,1,0,4.0,869.55,0.0,Poor
21004,1,1,-5.0,2475.69,100.0,Excellent
21022,1,1,-3.0,3589.43,100.0,Excellent
21025,1,1,-2.0,397.55,100.0,Excellent
21033,1,0,21.0,5891.08,0.0,Poor
21081,1,0,11.0,672.73,0.0,Poor
21113,1,1,-3.0,3157.69,100.0,Excellent
21123,1,0,6.0,1652.05,0.0,Poor
21125,1,1,-1.0,545.49,100.0,Excellent
21195,1,1,-5.0,1031.19,100.0,Excellent
21197,1,0,9.0,1385.27,0.0,Poor
21230,1,0,10.0,1804.99,0.0,Poor
21232,1,1,-5.0,4023.54,100.0,Excellent
21242,1,1,-4.0,2714.81,100.0,Excellent
21250,1,1,-5.0,263.7,100.0,Excellent
21269,1,1,-1.0,1327.61,100.0,Excellent
21302,1,1,-5.0,3007.32,100.0,Excellent
21304,1,0,2.0,1012.79,0.0,Poor
21356,1,0,5.0,3534.84,0.0,Poor
21471,1,1,-5.0,995.64,100.0,Excellent
21483,1,0,8.0,3461.96,0.0,Poor
21499,1,1,-3.0,2907.39,100.0,Excellent
21505,1,0,8.0,1656.84,0.0,Poor
21511,1,1,-3.0,2244.24,100.0,Excellent
21522,1,0,2.0,1173.0,0.0,Poor
21536,1,0,3.0,4340.64,0.0,Poor
21539,1,0,26.0,3442.86,0.0,Poor
21541,1,1,-1.0,2288.53,100.0,Excellent
21543,1,1,-4.0,3891.07,100.0,Excellent
21614,1,0,8.0,3373.0,0.0,Poor
21621,1,1,-3.0,3120.62,100.0,Excellent
21637,1,0,10.0,692.32,0.0,Poor
21653,1,1,-4.0,2762.95,100.0,Excellent
21658,1,0,2.0,3359.77,0.0,Poor
21693,1,1,-5.0,2238.94,100.0,Excellent
21707,1,0,10.0,1541.22,0.0,Poor
21723,1,1,-2.0,3762.13,100.0,Excellent
21783,1,0,2.0,1189.17,0.0,Poor
21797,1,0,1.0,98.32,0.0,Poor
21808,1,0,4.0,3222.29,0.0,Poor
21860,1,0,5.0,858.57,0.0,Poor
21872,1,1,-5.0,2354.95,100.0,Excellent
21877,1,1,-1.0,4435.45,100.0,Excellent
21882,1,0,2.0,1153.83,0.0,Poor
21909,1,0,12.0,1305.23,0.0,Poor
21923,1,0,13.0,811.95,0.0,Poor
21929,1,0,8.0,2679.68,0.0,Poor
21982,1,0,27.0,2429.88,0.0,Poor
22021,1,0,30.0,1954.48,0.0,Poor
22044,1,1,-3.0,2193.54,100.0,Excellent
22049,1,1,0.0,1293.2,100.0,Excellent
22077,1,0,5.0,1042.86,0.0,Poor
22083,1,0,5.0,4043.72,0.0,Poor
22128,1,0,5.0,2085.85,0.0,Poor
22157,1,0,4.0,2768.96,0.0,Poor
22159,1,0,19.0,2224.46,0.0,Poor
22178,1,0,3.0,1378.46,0.0,Poor
22197,1,0,21.0,1235.24,0.0,Poor
22198,1,0,12.0,536.77,0.0,Poor
22218,1,1,-5.0,546.43,100.0,Excellent
22284,1,1,-5.0,1617.86,100.0,Excellent
22292,1,1,-5.0,1272.55,100.0,Excellent
22316,1,0,29.0,2436.11,0.0,Poor
22353,1,1,-5.0,2769.12,100.0,Excellent
22416,1,0,2.0,4939.0,0.0,Poor
22476,1,0,9.0,3344.72,0.0,Poor
22498,1,0,7.0,4650.66,0.0,Poor
22520,1,1,-5.0,1448.27,100.0,Excellent
22558,1,0,2.0,96.09,0.0,Poor
22566,1,0,5.0,561.59,0.0,Poor
22588,1,0,9.0,3758.7,0.0,Poor
22677,1,0,8.0,1237.0,0.0,Poor
22694,1,0,3.0,3607.82,0.0,Poor
22704,1,0,3.0,264.89,0.0,Poor
22715,1,0,4.0,2340.2,0.0,Poor
22719,1,0,24.0,1441.0,0.0,Poor
22727,1,0,2.0,4646.12,0.0,Poor
22738,1,1,-1.0,894.54,100.0,Excellent
22775,1,0,14.0,443.69,0.0,Poor
22803,1,0,1.0,1710.54,0.0,Poor
22828,1,1,-4.0,1102.72,100.0,Excellent
22866,1,0,2.0,2679.81,0.0,Poor
22883,1,1,-4.0,2457.11,100.0,Excellent
22900,1,0,14.0,1819.74,0.0,Poor
22930,1,0,30.0,2584.5,0.0,Poor
22950,1,0,4.0,2766.1,0.0,Poor
22954,1,1,-5.0,2541.32,100.0,Excellent
22959,1,0,6.0,1176.51,0.0,Poor
22973,1,1,-2.0,3090.23,100.0,Excellent
22996,1,0,23.0,1485.67,0.0,Poor
22997,1,1,-5.0,1541.92,100.0,Excellent
